ID,Marital Status,Gender,Yearly Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,BikeBuyer,Scored Labels,Scored Probabilities,ID (2),Latitude,Longitude,City,Zip Code,Country
22979,Single,Male,30000,0,Partial High School,Clerical,No,2,0-1 Miles,North America,29,No,No,0.00276589626446366,22979,,,"","",""
13894,Married,Female,70000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,37,Yes,Yes,0.968268871307373,13894,,,"","",""
14848,Single,Male,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,31,Yes,No,0.00359830097295344,14848,31.64638,29.6555,Leeds,ZA6I 3TV,United Kingdom
21706,Married,Female,30000,0,High School,Skilled Manual,Yes,2,1-2 Miles,North America,48,No,No,0.0210638456046581,21706,,,"","",""
22659,Single,Female,20000,2,High School,Manual,Yes,2,0-1 Miles,Europe,42,No,No,0.00177353341132402,22659,-23.63092,-103.5138,Cottbus,28407,Germany
13244,Married,Male,70000,1,High School,Professional,Yes,2,2-5 Miles,North America,55,No,No,0.00664663361385465,13244,,,"","",""
16336,Married,Male,60000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,29,No,No,0.00269380491226912,16336,,,"","",""
20065,Married,Male,40000,2,Partial College,Clerical,No,1,0-1 Miles,Europe,34,No,No,0.00309818750247359,20065,36.88322,90.95885,Keith,O8 3HV,United Kingdom
26137,Married,Male,90000,4,Bachelors,Professional,Yes,0,0-1 Miles,Pacific,39,No,No,0.00113283982500434,26137,,,"","",""
26379,Single,Female,130000,4,Partial College,Professional,No,2,0-1 Miles,Europe,48,Yes,Yes,0.977465391159058,26379,-12.88053,70.10946,Quickborn,73047,Germany
20971,Single,Male,10000,0,Bachelors,Clerical,Yes,1,0-1 Miles,Europe,69,No,No,2.19242174352985E-05,20971,-87.65762,58.96918,Witney,UV10 6QB,United Kingdom
23601,Single,Female,120000,4,High School,Professional,No,4,5-10 Miles,Europe,50,No,No,0.000374051567632705,23601,-47.0791,90.7255,Zwickau,52227,Germany
17674,Married,Male,30000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,48,No,No,0.00291225872933865,17674,,,"","",""
23613,Married,Male,130000,4,Bachelors,Management,Yes,4,0-1 Miles,Europe,62,No,No,0.00151408975943923,23613,28.31903,0.00018,Al�s,12734,France
29470,Single,Male,10000,1,High School,Manual,No,1,1-2 Miles,Europe,46,No,No,0.000304012501146644,29470,-35.47176,108.25552,Marcq-en-Baroeul,85584,France
20786,Married,Male,50000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,No,No,0.153899282217026,20786,,,"","",""
15743,Married,Female,120000,4,Graduate Degree,Management,No,3,5-10 Miles,North America,64,No,No,0.000748369144275784,15743,,,"","",""
17119,Single,Female,40000,4,Partial College,Clerical,Yes,1,0-1 Miles,North America,31,No,No,0.00099393236450851,17119,,,"","",""
19603,Single,Female,100000,0,Bachelors,Professional,No,1,5-10 Miles,Pacific,39,No,No,0.0219593830406666,19603,,,"","",""
26418,Single,Male,90000,0,Partial High School,Skilled Manual,No,2,5-10 Miles,Europe,59,No,No,0.000268401869107038,26418,-50.91109,153.33561,Coalville,S2P 7GY,United Kingdom
23366,Single,Male,60000,4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,No,No,0.00476452987641096,23366,,,"","",""
11543,Married,Female,20000,1,Partial College,Manual,Yes,1,2-5 Miles,Europe,38,No,No,0.0506756380200386,11543,27.77579,108.12355,Brive-la-Gaillarde,2457,France
12533,Married,Male,170000,2,Graduate Degree,Management,Yes,4,0-1 Miles,North America,66,No,No,0.0111741125583649,12533,,,"","",""
26141,Single,Male,110000,0,Graduate Degree,Management,Yes,3,1-2 Miles,Pacific,40,No,No,0.0343484655022621,26141,,,"","",""
21824,Married,Male,150000,4,High School,Professional,Yes,3,5-10 Miles,Europe,50,No,No,0.0722508728504181,21824,-0.93141,-108.47832,Creil,35908,France
22001,Single,Male,70000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,49,No,No,0.0164248459041119,22001,,,"","",""
20619,Single,Male,80000,0,Bachelors,Professional,No,4,10+ Miles,Pacific,35,No,No,0.0120882820338011,20619,,,"","",""
26460,Married,Female,60000,0,Bachelors,Management,Yes,2,10+ Miles,North America,66,No,No,3.96581999666523E-05,26460,,,"","",""
14715,Married,Male,40000,2,Partial College,Clerical,No,0,0-1 Miles,Europe,35,No,No,0.0247193332761526,14715,-49.97248,-63.41124,Pontarlier,54403,France
16648,Married,Female,130000,3,Bachelors,Management,Yes,4,5-10 Miles,North America,64,No,No,0.0214123465120792,16648,,,"","",""
15148,Married,Male,90000,0,Bachelors,Professional,Yes,4,10+ Miles,Pacific,36,No,No,0.0398784056305885,15148,,,"","",""
16107,Single,Female,50000,4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,42,No,No,0.0449776314198971,16107,,,"","",""
17367,Married,Female,80000,3,Bachelors,Management,Yes,0,0-1 Miles,North America,43,No,No,0.000703574623912573,17367,,,"","",""
15065,Single,Male,10000,1,High School,Manual,No,1,2-5 Miles,Europe,36,No,No,0.000146863923873752,15065,-27.23411,-160.98825,Stendal,69071,Germany
25835,Married,Female,30000,0,High School,Professional,No,2,1-2 Miles,North America,58,No,No,0.00237264856696129,25835,,,"","",""
24298,Married,Male,60000,0,Partial College,Professional,Yes,2,5-10 Miles,North America,30,No,No,0.000156722919200547,24298,,,"","",""
16569,Single,Female,10000,0,Partial College,Manual,Yes,2,0-1 Miles,Europe,54,Yes,Yes,0.998050570487976,16569,-71.58963,-150.81953,Lanark,AU32 5ZG,United Kingdom
11142,Single,Male,40000,0,High School,Skilled Manual,No,2,0-1 Miles,North America,29,No,No,0.473674803972244,11142,,,"","",""
20398,Single,Female,70000,0,Graduate Degree,Management,Yes,2,10+ Miles,North America,65,No,No,0.00178577238693833,20398,,,"","",""
23681,Single,Male,50000,0,Bachelors,Management,Yes,2,10+ Miles,North America,65,No,No,0.00197003642097116,23681,,,"","",""
23275,Married,Male,30000,0,High School,Skilled Manual,Yes,2,1-2 Miles,North America,49,No,No,0.0252318624407053,23275,,,"","",""
28237,Married,Female,120000,2,Bachelors,Management,Yes,4,2-5 Miles,North America,41,No,No,9.25640924833715E-05,28237,,,"","",""
18642,Single,Female,40000,4,Partial College,Clerical,Yes,1,0-1 Miles,North America,31,No,No,0.000915418495424092,18642,,,"","",""
12260,Married,Female,30000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,No,No,0.0143491914495826,12260,15.59846,-157.20383,Rouen,18058,France
11393,Single,Male,10000,2,High School,Manual,Yes,0,0-1 Miles,Europe,37,No,No,0.0328081510961056,11393,75.56414,98.22024,Besan�on,95580,France
12562,Married,Female,10000,0,Partial College,Manual,Yes,1,2-5 Miles,Europe,64,No,No,0.000158715221914463,12562,40.93064,-16.84172,Cardiff,M4X 5ZP,United Kingdom
15694,Married,Female,80000,2,Partial College,Professional,Yes,2,2-5 Miles,Europe,53,No,No,0.297577083110809,15694,-73.43002,49.9637,St. Andrews,X99 3MH,United Kingdom
12314,Married,Female,110000,5,Bachelors,Management,Yes,1,10+ Miles,Europe,53,Yes,No,0.0337888635694981,12314,-77.91863,161.75406,Kinross,O00 3IA,United Kingdom
18730,Married,Male,90000,0,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,47,No,No,0.00538256019353867,18730,,,"","",""
26893,Married,Female,40000,1,Bachelors,Skilled Manual,No,0,0-1 Miles,Europe,30,No,No,0.178591594099998,26893,-45.15237,-102.32249,Goslar,92406,Germany
28552,Single,Female,20000,0,Partial High School,Manual,No,2,0-1 Miles,Europe,34,No,No,0.00012698007049039,28552,-65.90755,2.387,Dumbarton,GF5 1AZ,United Kingdom
16950,Married,Male,50000,1,Bachelors,Skilled Manual,Yes,1,0-1 Miles,North America,35,No,No,0.168072819709778,16950,,,"","",""
28589,Single,Male,20000,0,Partial High School,Clerical,No,2,0-1 Miles,North America,50,No,No,0.000155520800035447,28589,,,"","",""
29444,Married,Female,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,50,No,No,0.00424685562029481,29444,38.56492,-54.28292,Maubeuge,93074,France
26194,Single,Male,40000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,29,No,No,0.000307593290926889,26194,,,"","",""
17284,Single,Male,60000,2,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,38,No,No,0.305765897035599,17284,,,"","",""
26468,Married,Female,50000,0,Bachelors,Management,Yes,2,10+ Miles,North America,65,No,No,4.00224344048183E-05,26468,,,"","",""
17360,Married,Male,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,No,No,0.000746141246054322,17360,,,"","",""
13175,Married,Male,90000,4,Bachelors,Management,Yes,1,0-1 Miles,North America,38,No,No,0.000401619414333254,13175,,,"","",""
16877,Single,Female,50000,0,Graduate Degree,Management,Yes,2,1-2 Miles,North America,70,No,No,0.0220565237104893,16877,,,"","",""
23199,Married,Male,50000,3,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,40,No,No,0.000449972809292376,23199,,,"","",""
26465,Single,Female,50000,0,Bachelors,Management,Yes,2,10+ Miles,North America,65,No,No,0.000212515777093358,26465,,,"","",""
11386,Married,Female,30000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,46,No,No,0.00104451132938266,11386,-75.02496,131.06442,Invergordon,Q22 2CS,United Kingdom
23362,Single,Male,70000,0,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,49,No,No,0.00833775009959936,23362,,,"","",""
28059,Single,Male,60000,1,Partial High School,Skilled Manual,Yes,2,10+ Miles,North America,52,No,No,0.00181582779623568,28059,,,"","",""
15031,Married,Male,10000,0,High School,Manual,Yes,1,2-5 Miles,Pacific,29,No,No,0.00183170451782644,15031,,,"","",""
15212,Married,Male,60000,0,Bachelors,Professional,Yes,1,5-10 Miles,Pacific,45,No,No,0.0105248158797622,15212,,,"","",""
13192,Married,Male,110000,4,Bachelors,Management,Yes,2,5-10 Miles,North America,63,No,No,0.000444213772425428,13192,,,"","",""
16922,Single,Female,40000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,28,No,No,0.000617928220890462,16922,,,"","",""
14339,Single,Female,30000,0,Partial High School,Clerical,No,2,0-1 Miles,North America,28,No,No,0.000516508240252733,14339,,,"","",""
15690,Single,Male,160000,4,Bachelors,Management,No,4,0-1 Miles,Europe,60,No,No,0.00185680494178087,15690,-47.27386,-133.87674,Cherbourg-Octeville,31229,France
23196,Single,Male,50000,3,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,40,No,No,0.00424674712121487,23196,,,"","",""
15600,Married,Male,70000,5,Bachelors,Professional,Yes,4,10+ Miles,Pacific,38,Yes,No,0.0503149442374706,15600,,,"","",""
17539,Married,Female,80000,3,Bachelors,Management,Yes,1,2-5 Miles,North America,42,No,No,0.000354731106199324,17539,,,"","",""
22341,Married,Male,20000,0,High School,Manual,No,2,0-1 Miles,North America,52,No,No,4.29830906796269E-05,22341,,,"","",""
15448,Married,Male,20000,0,Graduate Degree,Clerical,Yes,0,0-1 Miles,Europe,45,No,No,0.00208850833587348,15448,73.91631,-81.18967,Zeitz,3944,Germany
19138,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,40,No,No,0.0403681695461273,19138,,,"","",""
21305,Married,Male,60000,0,High School,Professional,No,2,1-2 Miles,North America,51,Yes,Yes,0.866422235965729,21305,,,"","",""
28245,Single,Male,80000,0,Partial College,Professional,Yes,1,2-5 Miles,North America,50,No,No,0.0828670710325241,28245,,,"","",""
18813,Single,Female,90000,0,Partial College,Professional,Yes,1,5-10 Miles,North America,43,No,Yes,0.55657285451889,18813,,,"","",""
17152,Single,Male,60000,1,Partial College,Professional,Yes,2,10+ Miles,North America,57,No,No,0.0036604511551559,17152,,,"","",""
20438,Single,Male,60000,0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,30,No,No,0.000194463384104893,20438,,,"","",""
16071,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,No,No,0.0173410680145025,16071,,,"","",""
24319,Married,Male,70000,0,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,49,No,No,0.00416648201644421,24319,,,"","",""
22534,Single,Female,30000,0,Partial College,Clerical,Yes,1,2-5 Miles,Europe,31,No,No,0.00916214007884264,22534,-82.80722,-86.33309,Peterborough,F0E 0KR,United Kingdom
22557,Single,Male,10000,0,Partial College,Manual,No,0,0-1 Miles,Europe,49,No,No,0.000654801027849317,22557,1.42099,-109.09094,Dudley,JD2J 0UU,United Kingdom
12531,Single,Female,40000,4,Partial College,Clerical,Yes,2,0-1 Miles,North America,34,No,No,0.000900684623047709,12531,,,"","",""
20189,Single,Female,50000,0,Partial College,Skilled Manual,No,1,0-1 Miles,North America,39,No,No,0.148807600140572,20189,,,"","",""
23020,Married,Female,90000,0,Partial College,Professional,Yes,1,10+ Miles,North America,43,No,No,0.00119230092968792,23020,,,"","",""
13341,Married,Male,90000,0,Bachelors,Management,Yes,2,5-10 Miles,North America,64,No,No,0.0010310827055946,13341,,,"","",""
27002,Married,Male,20000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,35,No,No,0.00052716740174219,27002,-46.42932,132.70814,Rennes,3141,France
16768,Married,Male,50000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,No,No,0.0449639931321144,16768,,,"","",""
25128,Married,Male,60000,3,Bachelors,Professional,Yes,1,2-5 Miles,Pacific,41,No,No,0.000436753151006997,25128,,,"","",""
25472,Married,Male,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,41,No,No,0.00390989938750863,25472,-25.90686,-57.76409,Cupar,KR9 8HR,United Kingdom
22856,Married,Male,80000,0,Bachelors,Professional,No,4,10+ Miles,Pacific,35,No,No,8.12082653283142E-05,22856,,,"","",""
20041,Single,Male,30000,0,High School,Manual,No,1,2-5 Miles,Europe,28,No,No,0.000303405715385452,20041,-27.2881,31.71998,Auxerre,1458,France
11747,Married,Female,70000,4,Graduate Degree,Professional,Yes,1,2-5 Miles,North America,48,No,No,0.000117623530968558,11747,,,"","",""
24737,Single,Female,20000,0,Partial High School,Clerical,Yes,2,1-2 Miles,North America,52,No,No,0.000592930184211582,24737,,,"","",""
23273,Married,Male,30000,0,High School,Skilled Manual,Yes,2,1-2 Miles,North America,49,No,No,0.0252318624407053,23273,,,"","",""
14144,Married,Male,10000,1,High School,Manual,Yes,1,2-5 Miles,Europe,47,No,No,0.00961936637759209,14144,-46.32128,-3.79916,M?lheim,30126,Germany
12888,Married,Female,60000,1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,35,No,No,0.0155981723219156,12888,,,"","",""
24188,Single,Male,20000,0,Partial College,Manual,Yes,1,2-5 Miles,Europe,47,No,No,0.00732404924929142,24188,-14.14598,-4.46989,Gifhorn,92329,Germany
16154,Married,Female,70000,4,Bachelors,Professional,Yes,2,2-5 Miles,North America,47,No,No,0.00206938851624727,16154,,,"","",""
11715,Married,Female,70000,0,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,44,No,No,0.000980526092462242,11715,,,"","",""
20743,Married,Female,20000,0,High School,Manual,No,2,0-1 Miles,North America,53,No,No,4.89957456011325E-05,20743,,,"","",""
17503,Married,Female,40000,0,Partial High School,Clerical,No,2,1-2 Miles,Pacific,52,No,No,0.0486788675189018,17503,,,"","",""
27989,Married,Male,30000,0,High School,Professional,Yes,2,5-10 Miles,North America,58,No,No,0.000787461351137608,27989,,,"","",""
21347,Single,Female,60000,0,Graduate Degree,Management,Yes,2,10+ Miles,North America,67,No,No,6.89997104927897E-05,21347,,,"","",""
13549,Single,Male,10000,2,High School,Manual,Yes,0,0-1 Miles,Europe,37,No,No,0.00571771385148168,13549,-57.8967,112.79681,Hamburg,94640,Germany
14166,Married,Female,10000,0,Bachelors,Clerical,No,2,0-1 Miles,Europe,84,No,No,6.62148295305087E-06,14166,80.74142,120.32651,Greenlaw,A16 3LY,United Kingdom
15866,Single,Female,60000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,No,No,0.00420190347358584,15866,,,"","",""
17349,Married,Female,40000,0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,26,No,No,0.00140072510112077,17349,,,"","",""
23749,Single,Female,30000,0,High School,Manual,No,1,1-2 Miles,Europe,28,No,No,0.00147997064050287,23749,-19.0445,176.06686,Hexham,YI6P 0LD,United Kingdom
28602,Single,Female,20000,0,Partial High School,Clerical,No,2,1-2 Miles,North America,50,No,No,7.78653775341809E-05,28602,,,"","",""
25714,Single,Male,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Pacific,28,Yes,Yes,0.999989748001099,25714,,,"","",""
18358,Married,Male,30000,0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,27,No,No,0.000183286800165661,18358,,,"","",""
19237,Married,Female,40000,0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,33,No,No,0.00489587942138314,19237,,,"","",""
18517,Married,Male,100000,1,Bachelors,Management,Yes,4,0-1 Miles,North America,41,No,No,0.000159461749717593,18517,,,"","",""
12775,Married,Male,40000,0,Partial College,Clerical,Yes,1,1-2 Miles,North America,51,No,No,0.0172033365815878,12775,,,"","",""
22532,Single,Male,30000,0,Partial College,Clerical,No,1,2-5 Miles,Europe,30,No,No,0.00351477763615549,22532,-50.2325,42.13209,Werder,55203,Germany
27385,Married,Male,60000,0,Graduate Degree,Management,No,2,1-2 Miles,North America,67,No,No,1.76796074811136E-05,27385,,,"","",""
15232,Single,Male,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,45,No,No,0.0175767838954926,15232,,,"","",""
26880,Single,Female,20000,0,High School,Manual,Yes,1,2-5 Miles,Europe,30,No,No,0.000483213341794908,26880,-9.06017,30.46795,Hamburg,42373,Germany
21003,Married,Male,20000,1,Partial College,Manual,Yes,0,1-2 Miles,Europe,45,No,No,0.00457678083330393,21003,67.81428,159.04279,Bury St. Edmunds,Z11 7HC,United Kingdom
28077,Single,Female,120000,0,Bachelors,Management,Yes,3,1-2 Miles,North America,39,No,No,0.218079403042793,28077,,,"","",""
27160,Married,Female,30000,0,High School,Manual,No,1,1-2 Miles,Europe,28,No,No,0.000840590917505324,27160,-75.3236,-34.77926,K?then,10065,Germany
24726,Married,Female,40000,3,Partial College,Clerical,Yes,1,1-2 Miles,North America,31,No,No,0.0423997230827808,24726,,,"","",""
22819,Married,Female,80000,2,Partial College,Professional,Yes,2,2-5 Miles,Europe,53,No,No,0.0271991211920977,22819,1.43633,147.39478,Drancy,75831,France
19757,Married,Female,60000,0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,30,No,No,0.000120784301543608,19757,,,"","",""
20261,Married,Female,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,44,Yes,No,0.0802172794938087,20261,,,"","",""
13634,Married,Female,100000,5,High School,Management,Yes,3,10+ Miles,Pacific,34,No,No,0.0154474154114723,13634,,,"","",""
20692,Married,Male,60000,0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,40,No,No,0.0132446717470884,20692,,,"","",""
22564,Married,Female,20000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,50,No,No,0.115283444523811,22564,75.06079,-11.97927,Dole,79343,France
14321,Married,Male,80000,4,Bachelors,Professional,Yes,2,1-2 Miles,Pacific,48,No,No,0.000691032444592565,14321,,,"","",""
23626,Single,Male,90000,1,High School,Management,Yes,3,10+ Miles,Europe,56,No,No,0.00113126856740564,23626,43.07068,-19.58578,Martigues,26589,France
22425,Single,Male,20000,0,Partial College,Manual,No,1,2-5 Miles,Europe,48,No,No,0.00363746634684503,22425,6.59031,-170.83611,B�thune,48577,France
11521,Married,Female,40000,0,Partial College,Clerical,Yes,1,0-1 Miles,North America,50,No,No,0.000930693524423987,11521,,,"","",""
18522,Married,Male,130000,1,Graduate Degree,Management,Yes,4,0-1 Miles,North America,41,No,No,0.000597580801695585,18522,,,"","",""
11567,Married,Female,40000,0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,39,No,No,0.0034943581558764,11567,-33.12248,3.50965,Rostock,50672,Germany
28343,Single,Female,30000,0,Partial High School,Clerical,No,2,0-1 Miles,North America,28,No,No,0.0536030977964401,28343,,,"","",""
26179,Single,Female,10000,0,High School,Skilled Manual,No,2,0-1 Miles,Pacific,60,No,No,0.0014908587327227,26179,,,"","",""
12680,Single,Male,80000,0,Bachelors,Professional,No,3,10+ Miles,Pacific,34,Yes,Yes,0.667545080184937,12680,,,"","",""
13655,Married,Male,100000,3,Graduate Degree,Management,Yes,3,5-10 Miles,North America,65,No,No,3.97058938688133E-05,13655,,,"","",""
22326,Single,Female,40000,3,Partial College,Clerical,Yes,1,0-1 Miles,North America,31,No,No,0.0050739492289722,22326,,,"","",""
12311,Single,Male,130000,5,High School,Professional,No,1,0-1 Miles,Europe,52,No,No,0.0179241467267275,12311,2.83656,168.56688,Bedford,CI9 0HC,United Kingdom
24817,Married,Female,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,37,Yes,Yes,0.934702694416046,24817,,,"","",""
18248,Married,Male,110000,0,Graduate Degree,Management,Yes,0,0-1 Miles,Pacific,37,Yes,Yes,0.998911798000336,18248,,,"","",""
25685,Married,Female,10000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,43,No,No,0.000209654914215207,25685,-3.99564,25.92527,Pfungstadt,16818,Germany
22807,Married,Female,130000,4,Bachelors,Management,Yes,4,0-1 Miles,Europe,62,No,No,0.00891826208680868,22807,78.74941,-130.15592,Strasbourg,30432,France
21460,Married,Male,70000,0,Bachelors,Management,Yes,2,2-5 Miles,North America,61,No,No,0.00456221168860793,21460,,,"","",""
18319,Single,Female,30000,0,Partial College,Clerical,Yes,2,5-10 Miles,Pacific,69,No,No,0.000195010128663853,18319,,,"","",""
11172,Married,Female,100000,0,Bachelors,Management,Yes,2,1-2 Miles,North America,38,No,No,1.37973665914615E-05,11172,,,"","",""
17589,Single,Female,60000,0,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,No,Yes,0.689603269100189,17589,,,"","",""
25132,Married,Female,70000,5,Bachelors,Professional,No,4,10+ Miles,Pacific,38,No,No,1.75878794834716E-05,25132,,,"","",""
15712,Married,Female,130000,5,High School,Management,Yes,4,0-1 Miles,Europe,57,No,No,0.00167228071950376,15712,-51.64233,-112.34831,Tain,W60 8XZ,United Kingdom
14864,Single,Female,40000,2,Partial College,Clerical,Yes,2,1-2 Miles,Europe,35,No,No,0.00579171115532517,14864,-37.87514,-54.20385,M?hlheim am Main,45412,Germany
21777,Married,Female,70000,1,Partial College,Professional,Yes,1,2-5 Miles,North America,59,No,No,0.0173858236521482,21777,,,"","",""
13758,Single,Female,60000,0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,No,No,0.00610250327736139,13758,,,"","",""
24741,Single,Female,20000,0,Partial High School,Clerical,No,2,0-1 Miles,North America,51,No,No,0.000267434457782656,24741,,,"","",""
25152,Single,Female,60000,0,High School,Professional,Yes,2,5-10 Miles,North America,50,No,No,0.00991801638156176,25152,,,"","",""
11557,Single,Female,30000,1,Bachelors,Clerical,No,0,1-2 Miles,Europe,39,No,No,0.000420802185544744,11557,-61.93718,-113.49072,Glastonbury,UG45 8KX,United Kingdom
12788,Married,Female,40000,0,Partial College,Clerical,Yes,1,1-2 Miles,North America,49,No,No,0.143069967627525,12788,,,"","",""
18278,Married,Male,60000,0,Partial College,Skilled Manual,Yes,1,5-10 Miles,Pacific,45,No,No,0.0236896052956581,18278,,,"","",""
12896,Married,Female,50000,1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,36,No,No,0.00793801713734865,12896,,,"","",""
27382,Single,Female,50000,0,Graduate Degree,Management,Yes,2,10+ Miles,North America,69,No,No,3.62046412192285E-05,27382,,,"","",""
17062,Married,Female,80000,5,Graduate Degree,Management,Yes,3,0-1 Miles,Pacific,38,No,No,0.00023429628345184,17062,,,"","",""
24691,Married,Female,20000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,26,No,No,0.000163091564900242,24691,-68.33839,100.37841,Aschaffenburg,61775,Germany
11170,Married,Female,90000,4,Bachelors,Management,Yes,1,0-1 Miles,North America,38,No,No,6.37065159025951E-06,11170,,,"","",""
14229,Single,Male,80000,0,Bachelors,Professional,Yes,4,10+ Miles,Pacific,35,No,No,0.00249837129376829,14229,,,"","",""
26693,Married,Male,70000,2,Partial College,Professional,Yes,1,5-10 Miles,North America,50,No,No,0.0207887068390846,26693,,,"","",""
28379,Married,Male,30000,1,Bachelors,Skilled Manual,Yes,2,0-1 Miles,Europe,40,No,No,0.00185401795897633,28379,21.65201,134.00271,Barrow-in-Furness,O3M 9WQ,United Kingdom
20570,Married,Male,130000,4,Partial College,Professional,Yes,4,0-1 Miles,Europe,60,No,No,0.000731886364519596,20570,36.76794,-128.77205,Barry,NI1 2MI,United Kingdom
26990,Married,Male,20000,0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,34,No,No,0.000458822207292542,26990,-26.27985,166.49834,Nottingham,I7 8KB,United Kingdom
22849,Married,Male,80000,0,Bachelors,Professional,Yes,3,10+ Miles,Pacific,33,No,No,0.000216481159441173,22849,,,"","",""
19495,Single,Male,20000,4,High School,Manual,Yes,2,0-1 Miles,Europe,27,No,No,0.0291377808898687,19495,4.33245,53.09814,Arras,17812,France
21172,Married,Male,70000,5,Bachelors,Professional,No,3,10+ Miles,Pacific,38,No,No,0.000224586779950187,21172,,,"","",""
29266,Single,Male,80000,4,Partial College,Professional,No,3,1-2 Miles,North America,46,No,No,0.017009649425745,29266,-84.39499,95.59418,"","",""
26675,Married,Female,60000,0,High School,Professional,Yes,2,5-10 Miles,North America,49,No,No,0.00568457506597042,26675,,,"","",""
22482,Single,Female,10000,3,Partial High School,Manual,Yes,2,0-1 Miles,Europe,41,No,No,0.0089805144816637,22482,40.08962,-172.38899,Ajaccio,6788,France
19761,Married,Male,20000,1,Partial High School,Clerical,Yes,2,1-2 Miles,Pacific,56,No,No,0.00184461567550898,19761,,,"","",""
26401,Married,Female,130000,4,High School,Professional,Yes,4,0-1 Miles,Europe,52,No,No,0.000903773936443031,26401,-81.16528,168.37689,Berlin,32325,Germany
16044,Married,Female,10000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,48,No,No,0.000276888895314187,16044,-13.275,-63.71876,Hofheim am Taunus,80326,Germany
16011,Married,Female,130000,3,Bachelors,Management,Yes,4,0-1 Miles,North America,66,Yes,No,0.0117814382538199,16011,,,"","",""
18734,Single,Female,70000,0,Bachelors,Professional,No,1,5-10 Miles,Pacific,42,No,No,0.00393345113843679,18734,,,"","",""
26166,Married,Male,80000,0,Partial College,Skilled Manual,No,1,0-1 Miles,Pacific,50,No,No,0.240326672792435,26166,,,"","",""
27304,Single,Female,110000,4,Partial College,Professional,No,3,5-10 Miles,Europe,49,No,No,0.000516352360136807,27304,68.19349,5.2504,Dijon,22439,France
13826,Single,Female,30000,0,Partial College,Clerical,No,1,0-1 Miles,Europe,28,No,No,0.0237158853560686,13826,89.64555,64.4163,Brampton,W06 5UI,United Kingdom
28947,Married,Male,120000,5,Partial High School,Professional,Yes,4,10+ Miles,Pacific,33,No,No,0.302007049322128,28947,,,"","",""
27012,Single,Female,40000,3,Partial College,Clerical,No,2,0-1 Miles,North America,31,No,No,0.0114203002303839,27012,,,"","",""
20796,Single,Female,10000,0,Bachelors,Manual,Yes,0,0-1 Miles,Europe,45,No,No,0.000982581288553774,20796,8.49964,-100.47869,Paisley,P5 6DW,United Kingdom
